qstr_Next_Page|下 一 页
qstr_Current_bodyguard_li|当 前 的 保 镖 限 额 为 {reg9}。 ^^随 同 同 伴 或 特 工 ： {reg10} ^仅 特 工 ： {reg11} 
qstr_Current_party_size_l|当 前 的 部 队 上 限 为 {reg5}^ 当 前 部 队 上 限 的 修 正 为 ： ^^基 础 人 数 ： {reg4}^玩 家 统 御 ： {s2}{reg1}^玩 家 魅 力 ： {s3}{reg2}^玩 家 声 望 ： {s4}{reg3}^玩 家 封 地 ： {s6}{reg6}^玩 家 骑 兵 ： {s7}{reg7}^国 家 政 策 ： {s8}{reg8}^ 总 计 ： {reg5}
qstr_Your_relation_with_t|你 与 各 个 阵 营 的 关 系 为 ： ^{s2}
qstr_Player_renown_is_inc|玩 家 声 望 上 升 100 点 。 
qstr_Player_honor_is_incr|玩 家 荣 誉 值 增 加 一 点 现 在 是 {reg7}。 
qstr_In_{playername}_s_pa|In {playername}'s party{***}
qstr_{s3}_Inn|{s3}旅 馆  
qstr_{s3}_Prison|{s3}监 狱 
qstr_Captured__Travelling|被 抓 （ 旅 行 ） 
qstr_On_a_mission/returni|执 行 任 务 /从 任 务 返 回  
qstr_General|一 般 的 
qstr_{s1}^{s2}:_{s3}|{s1}^{s2}: {s3}
qstr_{playername}_came_fr|{playername}来 自 京 都 皇 室 的 一 个 上 位 公 卿 。 																																																																																																																																																																																						  
qstr_{playername}_came_fro|{playername}来 自 一 个 乡 村 武 士 家 庭 。 
qstr_{playername}_came_from|{playername}来 自 一 个 旅 行 商 人 家 庭 。 
qstr_{playername}_came_from_|{playername}来 自 在 武 士 部 队 中 服 役 的 常 见 足 轻 。 
qstr_{playername}_was_rai|{playername}由 一 个 居 住 在 陆 地 上 的 家 庭 在 旷 野 长 大 。 
qstr_{playername}_s_famil|{playername}的 家 人 得 到 了 {reg3?她 :他 }父 亲 的 犯 罪 活 动 的 支 持 。 
qstr_{s1}_Growing_up_{reg|{s1}长 大 了 ， {reg3?她 :他 } 
qstr_{s1}_joined_the_hous|{s1}加 入 了 一 个 大 的 武 士 家 庭 ， 成 为 武 士 的 侍 从 。 
qstr_{s1}_My_father_provi|{s1}父 亲 为 我 提 供 了 我 所 能 获 得 的 最 好 的 教 育 。  很 快 ， 我 掌 握 了 剑 术 和 兵 法 。 
qstr_{s1}_joined_the_house|{s1}加 入 了 一 个 贵 族 家 庭 的 家 庭 ， 成 为 房 主 的 侍 女 。 
qstr_{s1}_joined_the_househ|{s1}加 入 了 一 个 伟 大 的 武 士 家 庭 的 家 中 ， 成 为 了 房 主 的 侍 从 。 																								   
qstr_{s1}_learned_a_craft|{s1}学 了 一 种 手 艺 ， 并 在 一 个 大 师 的 教 导 下 成 为 徒 弟 ， 直 到 {reg3?她 :他 }能 够 以 自 己 的 方 式 谋 生 。 
qstr_{s1}_apprenticed_und|{s1}在 商 人 的 陪 练 下 ， 直 到 {reg3?她 :他 }能 够 以 自 己 的 方 式 赚 钱 。 
qstr_{s1}_lived_on_the_st|{s1}生 活 在 街 头 ， 靠 乞 讨 和 偷 窃 生 存 。 
qstr_{s1}_lived_deep_in_t|{s1}生 活 在 山 区 深 处 ， 学 习 如 何 生 存 。 
qstr_{s1}^^After_{reg3?sh|{s1} ^^ {reg3?她 :他 }成 年 后 ， {reg3?她 :他 } 
qstr_{s1}_swore_fealty_to|{s1}宣 誓 效 忠 一 名 大 名 ， 守 护 他 的 城 堡 并 进 行 战 斗 。 
qstr_{s1}_joined_the_Empe|{s1}加 入 了 京 都 天 皇 宫 廷 队 ， 帮 助 维 护 了 其 古 老 的 习 俗 和 少 有 的 威 望 。 
qstr_{s1}_wandered_across|{s1}在 全 国 各 地 徘 徊 ， 演 奏 音 乐 和 娱 乐 ， 赚 取 的 钱 足 以 维 持 另 一 天 的 生 活 。 
qstr_{s1}_joined_a_Buddhi|{s1}加 入 了 佛 教 寺 院 ， 训 练 他 的 身 体 和 精 神 ， 增 强 他 的 信 仰 和 宗 派 的 力 量 。 
qstr_{s1}_became_a_Miko_a|{s1}在 神 社 中 成 为 了 巫 女 ， 使 她 所 在 社 区 的 人 们 与 众 神 世 界 建 立 了 联 系 。 
qstr_{s1}_peddled_trinket|{s1}在 全 国 各 地 的 村 庄 贩 售 小 饰 品 和 商 品 。 
qstr_{s1}_set_up_shop_as_|{s1}在 一 个 街 道 里 开 了 一 家 铁 匠 铺 ， 为 其 他 工 匠 锻 造 和 修 理 工 具 ， 并 为 当 地 大 名 提 供 武 器 和 具 足 。 
qstr_{s1}_lived_off_the_l|{s1}像 隐 士 一 样 生 活 在 陆 地 上 ， 只 是 偶 尔 回 到 镇 上 来 出 售 游 戏 动 物 的 毛 皮 和 肉 食 。 
qstr_{s1}^^But_it_was_not|{s1} ^^但 这 并 没 有 持 续 。 
qstr_{s1}_A_great_wrong_w|{s1} {playername}犯 了 一 个 大 错 误 ， {reg3?她 :他 }不 得 不 抛 弃 {reg3?她 :他 }的 生 活 ， 直 到 {reg3?她 :他 }强 大 到 可 以 纠 正 为 止 … …  
qstr_{s1}_{playername}_lo|{s1} {playername}失 去 了 一 个 对 {reg3?她 :他 }宝 贵 的 人 。  {reg3?她 :他 }并 没 有 呆 在 {reg3?她 :他 }所 在 的 地 方 ， 而 是 让 {reg3?她 :他 }的 情 感 创 伤 恶 化 ， 而 是 重 新 开 始 了 {reg3?她 :他 }的 生 活 ... 
qstr_{s1}_A_desire_to_see|{s1}渴 望 看 到 世 界 在 {playername}内 燃 烧 ， 而 {reg3?她 :他 }不 得 不 抛 弃 {reg3?她 :他 }的 生 命 才 能 看 到 这 一 切 … … 
qstr_{s1}_Suddenly_and_wi|{s1}突 然 没 有 任 何 警 告 ， 一 切 都 从 {reg3?她 :他 }被 夺 走 了 。  朋 友 成 了 敌 人 。  一 家 人 成 了 陌 生 人 。  {reg3?她 :他 }独 自 一 人 ... 
qstr_{s1}_{playername}_kn|{s1} {playername}  知 道  {reg3?她 :他 }  注 定 是 伟 大 的 。 {reg3?她 :他 }决 定 有 一 天 不 再 等 待 ，用 {reg3?她 :他 }自 己 的 意 志 和 力 量 去 完 成 它 ……
qstr_{reg1}_{s1}_{reg2?ac|{reg1}个 {s1}{reg2?接 受 :接 受 }你 的 提 议 。 
qstr_No_one_accepts_the_o|没 人 接 受 你 的 提 议 。 
qstr_You_start_reading_{s|你 开 始 读 {s2}。 你 决 定 把 它 带 在 身 边 ， 任 何 有 空 的 时 候 就 读 几 页 。 
qstr_You_flip_through_the|你 翻 着 {s2}， 但 你 发 现 里 面 的 内 容 很 难 理 解 。 看 了 几 页 后 ， 你 感 觉 到 头 很 痛 ， 然 后 放 弃 阅 读 了 。 
qstr_Villagers|村 民 
qstr_You_have_encountered|你 遇 到 {s1}了 。 
qstr_You_have_engaged_{s1|你 与 {s1}开 战 了 ， 他 们 曾 经 袭 击 过 {s3}。 
qstr_You_were_caught_by_{|当 你 带 着 部 下 在 {s3}掠 夺 的 时 候 ， 被 {s1}撞 见 了 。 
qstr_You_were_victorious!|你 获 胜 了 ！ 
qstr_Battle_was_lost._You|你 战 败 了 。 你 的 队 伍 被 彻 底 摧 毁 了 。 
qstr_Your_companions_carr|你 的 同 伴 把 你 从 战 场 上 运 了 出 来 。 
qstr_You_have_defeated_th|你 击 败 了 敌 人 。 
qstr_You_have_retreated_f|你 撤 离 了 战 场 。 
qstr_^^Ally_Casualties:{s|^^ 友 军 伤 亡 ： {s0}
qstr_{s1}_of_{s3}_managed|{s3}的 {s1}设 法 逃 离 。 
qstr_Some_of_your_tendons|你 的 一 些 肌 腱 在 战 斗 中 受 伤 了 ， 你 失 去 1 点 力 量 。 
qstr_You_took_a_nasty_wou|你 遭 受 了 一 次 很 讨 厌 的 创 伤 导 致 你 即 使 痊 愈 了 还 是 有 些 跛 足 。 你 失 去 了 一 点 敏 捷 值 。 
qstr_You_have_trouble_thi|这 场 战 斗 结 束 以 后 ， 你 发 现 你 思 考 问 题 的 时 候 有 些 困 难 ， 也 许 是 因 为 战 斗 中 你 的 头 部 挨 了 特 别 重 的 一 击 。 而 且 现 在 你 频 繁 地 感 到 头 痛 。 你 的 智 力 下 降 1 点 。 
qstr_Perhaps_I_m_getting_|也 许 我 的 运 气 在 变 差 …… 
qstr_Retirement_is_starti|撤 退 听 起 来 变 得 越 来 越 动 听 。 
qstr_No_matter!_I_will_pe|没 关 系 ！ 我 将 继 续 坚 持 ！ 
qstr_What_did_I_do_to_des|我 该 怎 么 做 才 能 得 到 这 些 ？ 
qstr_I_suppose_it_ll_make|我 猜 这 些 至 少 可 以 构 造 出 一 个 很 好 的 故 事 …… 
qstr_{s9}_wants_you_to_fo|{s9}希 望 你 能 够 在 接 到 进 一 步 的 指 令 以 前 跟 着 他 的 部 队 前 进 。 
qstr_{s8}_of_{s9}|{s9}的 {s8}
qstr_liege|说 谎 
qstr_former_overlord|前 领 主 
qstr_affiliate|affiliate{***}
qstr_former_companion|former companion{***}
qstr_marshall|marshall{***}
qstr_vassal|家 臣 
qstr__Your_own_banner_fli|你 自 己 的 旗 帜 飘 扬 在 城 堡 大 门 上 。 
qstr__You_see_the_banner_|你 看 到 {s7}的 旗 帜 挂 在 城 堡 大 门 上 。 
qstr__You_see_the_banner_o|你 看 到 {s7}的 旗 帜 挂 在 城 镇 大 门 上 。 
qstr__Your_own_banner_flie|你 自 己 的 旗 帜 飘 扬 在 城 镇 大 门 上 。 
qstr__You_see_the_banner_of|您 会 在 城 镇 大 门 上 方 看 到 {s11} {s7}的 旗 帜 。 
qstr__You_see_the_banner_of_|您 会 在 城 门 上 方 看 到 {s7}的 旗 帜 。 
qstr_{s7}_with_your_agent|{s7} 和 你 的 同 伴 。 
qstr_{s7}_with_your_agents|{s7} 和 你 的 同 伴 。 
qstr_The_{reg6?town_s:cas|好 像 {reg6?城 镇 里 :城 堡 里 }食 品 仓 库 中 的 存 粮 能 够 支 持 {reg3}天 ({reg7}/{reg8})。 
qstr_The_{reg6?town_s:cast|{reg6?城 镇 里 :城 堡 里 }食 品 仓 库 中 已 经 没 有 存 粮 了 ， 守 城 人 员 快 要 饿 死 了 。 
qstr_You_re_preparing_to_|你 正 准 备 攻 击 围 墙 ， 需 要 {reg9}小 时 的 时 间 准 备 。 
qstr_Your_agents_are_insi|你 的 内 应 在 里 面 ，一 有 机 会 就 试 图 打 开 大 门 。  他 们 希 望 从 现 在 起  {reg9}  小 时 后 收 到 好 消 息 。
qstr_Your_commanders_are_|你 的 指 挥 官 们 正 在 互 相 商 议 ，以 计 划 即 将 到 来 的 街 巷 战 。  他 们 希 望 在  {reg9}  小 时 后 获 得 可 靠 的 报 告 。
qstr_Your_sappers_have_kn|你 的 足 轻 已 经 从 远 处 推 倒 了 第 一 道 门 ！  你 随 时 准 备 进 攻 城 堡 。
qstr_Your_agents_have_wea|你 的 足 轻 已 经 从 远 处 推 倒 了 第 一 道 门 ！  你 随 时 准 备 进 攻 城 堡 。
qstr_Your_commanders_have|你 的 指 挥 官 已 经 查 明 了 对 方 防 御 的 弱 点 ！  你 随 时 准 备 攻 击 敌 人 。
qstr_As_a_last_defensive_|你 撤 退 到 城 堡 的 大 厅 里 进 行 最 后 的 防 御 。 你 和 你 手 下 残 余 的 士 兵 将 准 备 在 这 里 接 受 一 场 恶 战 。 如 果 你 战 败 了 ， 你 就 无 路 可 退 了 。 
qstr_You_ve_been_driven_a|你 被 敌 人 从 城 墙 上 面 赶 下 去 了 ， 现 在 敌 人 大 量 涌 入 街 道 内 。 如 果 你 能 击 败 他 们 ， 你 也 许 能 扭 转 局 势 ， 反 败 为 胜 。 
qstr_You_ve_breached_the_|你 已 经 突 破 了 城 墙 ， 但 是 那 些 顽 固 的 守 卫 者 继 续 在 街 道 上 抵 抗 你 的 攻 击 ！ 你 得 消 灭 他 们 才 能 攻 击 城 镇 中 心 的 城 堡 。 
qstr_The_town_centre_is_y|这 个 城 镇 的 镇 广 场 是 你 的 了 ， 但 是 剩 下 的 守 卫 者 撤 退 到 城 堡 里 了 。 你 要 完 全 消 灭 他 们 才 能 取 得 完 全 的 胜 利 。 
qstr_The_remaining_defend|剩 下 的 守 卫 撤 退 到 城 堡 这 个 最 后 的 防 线 。 你 必 须 冲 进 去 清 除 剩 余 的 抵 抗 力 量 。 
qstr_However_since_you_ar|然 而 ， 自 从 你 放 弃 向 {s9}发 的 誓 言 。 他 是 绝 对 不 会 承 认 你 是 这 个 {reg8?城 镇 :城 堡 }的 {领 主/领 主 }。 
qstr_The_enemy_has_been_f|敌 人 被 迫 撤 退 了 。 进 攻 停 止 了 ， 但 是 围 城 还 在 继 续 。 
qstr_As_you_approach_you_|当 你 走 近 城 堡 ， 你 被 守 卫 发 现 了 ， 他 们 打 开 了 大 门 欢 迎 他 们 的 {国 王/女 王 }。 
qstr_As_you_approach_you_a|当 您 靠 近 时 ，城 堡 守 卫 发 现 了 您 ，他 们 欢 迎 您 并 为 他 们 的 主 人 打 开 大 门 。
qstr_{s2}_Mansion|{s2} 城 
qstr_{s2}_Castle|{s2} 城 堡
qstr_{s2}_Temple|{s2} 庙 
qstr_the_village_of_{s2}|{s2}的 村 庄 
qstr_the_burnt_out_ruins_|在 {s2}的 废 墟 。  您 在 残 骸 中 发 现 了 一 些 人 ， 但 他 们 却 在 您 的 视 线 中 逃 离 。 
qstr_{s2}._Its_defenders_|{s2}。  守 卫 者 看 上 去 会 胜 利 在 击 败 你 之 后 ， 但 您 可 以 逃 脱 。 
qstr_{s2}._Its_defenses_a|{s2}。  它 的 防 御 力 异 常 强 大 ， 其 防 御 者 随 时 准 备 应 对 任 何 威 胁 。 
qstr_{s2}._Your_banners_f|{s2}。  您 的 横 幅 高 高 飘 扬 ， 哨 兵 向 您 致 敬 ， 他 们 的 {主 /女 士 } 
qstr_mansion|城 
qstr_castle|城 堡 
qstr_temple|庙 
qstr_village|村 子 
qstr_{playername}_has_tak|{playername}已 占 领 {s44} 
qstr_{s8}_a|{s8} 一 个 
qstr_{s8}_an|{s8} 一 个 
qstr_{s8}_{s18}|{s8} {s18}
qstr_{s8}_a_single|{s8} 一 个 
qstr_{s8}_some|{s8} 一 些 
qstr_{s8}_{s18}.|{s8} {s18}.
qstr_{s3}^^{s4}|{s3}^^{s4}
qstr_{reg12}_mon|{reg12} 文
qstr_Your_mark_got_a_good|您 的 印 记 使 您 的 脸 孔 看 起 来 很 好 看 ， 并 广 为 传 播 。 
qstr_former_liege|former liege{***}
qstr__This_village_and_th|这 个 村 子 及 周 围 的 土 地 属 于 你 。 
qstr__You_remember_that_t|你 记 得 这 个 村 子 及 周 围 的 土 地 属 于 {s7}。 
qstr__You_remember_that_th|您 还 记 得 这 个 村 庄 和 周 围 的 土 地 属 于 {s7}。
qstr__These_lands_belong_|这 些 土 地 不 属 于 任 何 人 。 
qstr__The_village_is_infe|这 个 村 子 受 到 {reg8}个 {s35}侵 扰 。 
qstr__The_peasants_hired_|农 民 们 雇 佣 了 雇 佣 军 ， 并 且 在 反 抗 你 。 
qstr__The_village_has_bee|这 个 村 庄 受 到 了 掠 夺 ， 当 你 经 过 那 些 烧 毁 的 房 屋 时 ， 无 数 冤 魂 四 散 而 去 。 
qstr__The_village_is_bein|村 庄 已 遭 到 袭 击 。 
qstr_No_one_here_seems_to|这 里 好 像 没 有 人 想 加 入 你 的 部 队 。 
qstr_One_{s3}_volunteers_|1 个 {s3} 的 志 愿 者 跟 着 你
qstr_{reg5}_{s3}_voluntee|{reg5} {s3} 自 愿 跟 着 你
qstr_Try_as_you_might_you|不 论 你 怎 么 努 力 ， 你 都 没 有 能 打 败 这 些 强 盗 。 强 盗 们 十 分 生 气 地 烧 毁 了 村 子 来 报 复 那 些 农 民 ， 然 后 离 开 这 个 烧 焦 的 地 方 去 寻 找 别 的 地 方 进 行 掠 夺 。 
qstr_town|城 镇 
qstr_The_{s17}_has_no_imp|{s17}没 有 升 级 的 设 施 。 
qstr_The_{s17}_has_the_fo|{s17}有 如 下 升 级 的 设 施 ： {s18}。 
qstr_The_assasins_beat_yo|刺 客 把 你 放 倒 ， 然 后 让 你 躺 在 地 上 等 死 …… 
qstr_You_have_fallen._The|你 倒 下 了 。 强 盗 们 迅 速 从 你 的 身 上 搜 刮 钱 财 ， 然 后 消 失 在 夜 幕 中 。 他 们 仅 仅 是 没 有 杀 了 你 。 
qstr_Luckily_some_of_your|很 幸 运 的 是 ， 你 的 一 些 同 伴 发 现 你 没 有 回 来 就 出 来 寻 找 你 ， 并 且 发 现 你 躺 在 路 边 。 他 们 急 忙 把 你 抬 带 安 全 的 地 方 并 为 你 包 扎 伤 口 。 
qstr_Luckily_some_passing|很 幸 运 的 是 ， 一 些 路 过 的 镇 民 发 现 你 躺 在 路 边 上 ， 他 们 差 点 就 把 你 当 成 乞 丐 了 。 他 们 把 你 抬 到 最 近 的 旅 馆 里 并 为 你 包 扎 伤 口 。 
qstr_You_fail_to_steal_an|你 没 能 偷 到 一 头 牛 。 
qstr_You_drive_away_{reg1|你 从 村 子 的 牛 栏 里 赶 走 了 {reg17}{reg12?头 :头 }牛 。 
qstr_You_are_at_{s2}.|你 在 {s2}。 
qstr__This_castle_has_no_|这 座 城 堡 没 有 驻 军 。 
qstr__The_banner_of_your_|您 的 {s11} {s7}的 旗 帜 悬 于 城 镇 的 大 门 。 
qstr__This_town_has_no_ga|这 座 城 镇 没 有 驻 军 。 
qstr__You_have_successful|你 成 功 潜 入 了 。 
qstr_{s13}_A_tournament_w|{s13}一 场 比 赛 马 上 要 开 始 了 。 
qstr___{reg1}_mon_per_nig|（ 每 晚 {reg1}文 钱 ） 
qstr_Moreover_you_earn_{r|此 外 ， 你 聪 明 地 往 自 己 身 上 押 注 ， 赢 得 了 {reg8} 银 子  。 
qstr_Victory_is_yours!_Yo|你 赢 了 ！ 你 在 这 场 混 战 中 获 胜 了 ， 但 是 你 得 准 备 好 进 入 下 一 轮 比 赛 。 
qstr_You_have_been_bested|你 在 混 战 中 被 打 败 了 ， 但 是 竞 技 场 老 板 相 当 认 可 你 的 技 能 和 勇 气 ， 允 许 你 进 入 下 一 轮 比 赛 。 
qstr_You_were_beaten._The|你 被 打 败 了 ， 这 些 农 民 被 他 们 的 胜 利 所 鼓 舞 ， 但 是 你 想 教 给 他 们 的 东 西 他 们 可 能 没 有 真 正 掌 握 …… 
qstr_After_beating_your_l|在 你 击 倒 最 后 一 个 对 手 后 ， 你 向 这 些 农 民 解 释 怎 样 更 好 地 防 御 这 样 的 一 击 。 希 望 他 们 能 接 受 这 些 经 验 ， 下 次 能 提 前 做 好 准 备 。 
qstr_The_bandits_are_brok|这 些 强 盗 被 打 败 了 ！ 那 些 还 活 着 的 和 意 识 还 清 醒 的 都 夹 着 尾 巴 逃 跑 了 ， 他 们 惧 怕 这 些 农 民 和 他 们 的 新 教 官 。 
qstr_{s1}_s_Ship|{s1}的 船 
qstr_However_{reg3?You_ar|不 过 ， {reg3?你 :{s1}}不 能 找 到 任 何 能 够 给 你 带 来 利 润 的 商 品 。 
qstr_^Buying_{s4}_here_an|^ 在 这 里 购 买 {s4}然 后 卖 到 {s5}去 ， 将 会 获 得 每 件 商 品 {reg6}佛 罗 仑 的 利 润 。 {s3}
qstr_{reg3?You_find:{s1}_|{reg3?你 :{s1}}找 到 下 列 物 品 ： ^{s3}
qstr_{s2}^{reg1}_{s1}_ear|{s2}^{reg1}个 {s1}获 得 {reg0}点 经 验 。 
qstr_{s2}^{s1}_earned_an_|{s2}^{s1}获 得 了 {reg0}点 额 外 的 经 验 。 
qstr_^You_earned_{reg0}_e|^ 你 获 得 了 {reg0}点 经 验 。 {s2}
qstr_The_training_didn_t_|训 练 进 行 得 很 糟 糕 。 
qstr_The_training_didn_t_g|训 练 进 行 得 不 太 好 。 
qstr_The_training_went_qu|训 练 进 行 得 很 好 。 
qstr_The_training_went_ve|训 练 进 行 得 非 常 好 。 
qstr_The_training_went_pe|训 练 进 行 得 很 完 美 。 
qstr_{s13}_asked_you_to_r|{s13}要 你 带 着 至 少 {reg13}人 去 向 他 报 告 。 
qstr_{s13}_ordered_you_to|{s13}命 令 你 参 加 对 {s14}的 攻 击 。 
qstr_Find_and_speak_with_|找 到 并 请 求 {s4}的 {s3}让 他 接 受 你 为 他 立 下 效 忠 的 誓 言 。 
qstr_Find_and_speak_with_{|Find and speak with {s3} of {s4} to give {reg4?her:him} your oath of fealty.{***}
qstr_There_has_been_an_al|有 涉 嫌 边 境 事 件 ： {s9}
qstr_Ashina_Clan|Ashina Clan{***}
qstr_Ashina_Spearman|Ashina Spearman{***}
qstr_Ashina_Skirmisher|Ashina Skirmisher{***}
qstr_Ashina_Trained_Spear|Ashina Trained Spearman{***}
qstr_Ashina_Trained_Skirm|Ashina Trained Skirmisher{***}
qstr_Ashina_Veteran_Spear|Ashina Veteran Spearman{***}
qstr_Ashina_Veteran_Skirm|Ashina Veteran Skirmisher{***}
qstr_Ashina_Elite_Spearma|Ashina Elite Spearman*{***}
qstr_Ashina_Retainer|Ashina Retainer{***}
qstr_Ashina_Marksman|Ashina Marksman{***}
qstr_Ashina_Veteran_Retai|Ashina Veteran Retainer{***}
qstr_Ashina_Mounted_Retai|Ashina Mounted Retainer{***}
qstr_Ashina_Samurai_Gunne|Ashina Samurai Gunner{***}
qstr_Ashina_Samurai_Arche|Ashina Samurai Archer{***}
qstr_Ashina_Officer|Ashina Officer{***}
qstr_Ashina_Mounted_Offic|Ashina Mounted Officer{***}
qstr_Ashina_Master_Gunner|Ashina Master Gunner{***}
qstr_Ashina_Master_Archer|Ashina Master Archer{***}
qstr_Ashina_Hatamoto_Guar|Ashina Hatamoto Guard{***}
qstr_Ashina_Hatamoto_Cava|Ashina Hatamoto Cavalry{***}
qstr_Ashina_Messenger|Ashina Messenger{***}
qstr_Ashina_Deserter|Ashina Deserter{***}
qstr_Ashina_Prison_Guard|Ashina Prison Guard{***}
qstr_Ashina_Castle_Guard|Ashina Castle Guard{***}
qstr_Ashina_Spearmen|Ashina Spearmen{***}
qstr_Ashina_Skirmishers|Ashina Skirmishers{***}
qstr_Ashina_Trained_Spearm|Ashina Trained Spearmen{***}
qstr_Ashina_Trained_Skirmi|Ashina Trained Skirmishers{***}
qstr_Ashina_Veteran_Spearm|Ashina Veteran Spearmen{***}
qstr_Ashina_Veteran_Skirmi|Ashina Veteran Skirmishers{***}
qstr_Ashina_Elite_Spearme|Ashina Elite Spearmen{***}
qstr_Ashina_Retainers|Ashina Retainers{***}
qstr_Ashina_Marksmen|Ashina Marksmen{***}
qstr_Ashina_Veteran_Retain|Ashina Veteran Retainers{***}
qstr_Ashina_Mounted_Retain|Ashina Mounted Retainers{***}
qstr_Ashina_Samurai_Gunner|Ashina Samurai Gunners{***}
qstr_Ashina_Samurai_Archer|Ashina Samurai Archers{***}
qstr_Ashina_Officers|Ashina Officers{***}
qstr_Ashina_Mounted_Office|Ashina Mounted Officers{***}
qstr_Ashina_Master_Gunners|Ashina Master Gunners{***}
qstr_Ashina_Master_Archers|Ashina Master Archers{***}
qstr_Ashina_Hatamoto_Guard|Ashina Hatamoto Guards{***}
qstr_Ashina_Messengers|Ashina Messengers{***}
qstr_Ashina_Deserters|Ashina Deserters{***}
qstr_Ashina_Prison_Guards|Ashina Prison Guards{***}
qstr_Ashina_Castle_Guards|Ashina Castle Guards{***}
qstr_Saito_Clan|Saito Clan{***}
qstr_Saito_Spearman|Saito Spearman{***}
qstr_Saito_Skirmisher|Saito Skirmisher{***}
qstr_Saito_Trained_Spearm|Saito Trained Spearman{***}
qstr_Saito_Trained_Skirmi|Saito Trained Skirmisher{***}
qstr_Saito_Veteran_Spearm|Saito Veteran Spearman{***}
qstr_Saito_Veteran_Skirmi|Saito Veteran Skirmisher{***}
qstr_Saito_Elite_Skirmish|Saito Elite Skirmisher{***}
qstr_Saito_Retainer|Saito Retainer{***}
qstr_Saito_Marksman|Saito Marksman{***}
qstr_Saito_Veteran_Retain|Saito Veteran Retainer{***}
qstr_Saito_Mounted_Retain|Saito Mounted Retainer{***}
qstr_Saito_Samurai_Gunner|Saito Samurai Gunner{***}
qstr_Saito_Samurai_Archer|Saito Samurai Archer{***}
qstr_Saito_Officer|Saito Officer{***}
qstr_Saito_Mounted_Office|Saito Mounted Officer{***}
qstr_Saito_Master_Gunner|Saito Master Gunner{***}
qstr_Saito_Master_Archer|Saito Master Archer{***}
qstr_Saito_Hatamoto_Caval|Saito Hatamoto Cavalry{***}
qstr_Saito_Hatamoto_Gunne|Saito Hatamoto Gunner{***}
qstr_Saito_Messenger|Saito Messenger{***}
qstr_Saito_Deserter|Saito Deserter{***}
qstr_Saito_Prison_Guard|Saito Prison Guard{***}
qstr_Saito_Castle_Guard|Saito Castle Guard{***}
qstr_Saito_Spearmen|Saito Spearmen{***}
qstr_Saito_Skirmishers|Saito Skirmishers{***}
qstr_Saito_Trained_Spearme|Saito Trained Spearmen{***}
qstr_Saito_Trained_Skirmis|Saito Trained Skirmishers{***}
qstr_Saito_Veteran_Spearme|Saito Veteran Spearmen{***}
qstr_Saito_Veteran_Skirmis|Saito Veteran Skirmishers{***}
qstr_Saito_Elite_Skirmishe|Saito Elite Skirmishers{***}
qstr_Saito_Retainers|Saito Retainers{***}
qstr_Saito_Marksmen|Saito Marksmen{***}
qstr_Saito_Veteran_Retaine|Saito Veteran Retainers{***}
qstr_Saito_Mounted_Retaine|Saito Mounted Retainers{***}
qstr_Saito_Samurai_Gunners|Saito Samurai Gunners{***}
qstr_Saito_Samurai_Archers|Saito Samurai Archers{***}
qstr_Saito_Officers|Saito Officers{***}
qstr_Saito_Mounted_Officer|Saito Mounted Officers{***}
qstr_Saito_Master_Gunners|Saito Master Gunners{***}
qstr_Saito_Master_Archers|Saito Master Archers{***}
qstr_Saito_Hatamoto_Gunner|Saito Hatamoto Gunners{***}
qstr_Saito_Messengers|Saito Messengers{***}
qstr_Saito_Deserters|Saito Deserters{***}
qstr_Saito_Prison_Guards|Saito Prison Guards{***}
qstr_Saito_Castle_Guards|Saito Castle Guards{***}
qstr_Ouchi_Clan|Ouchi Clan{***}
qstr_Ouchi_Spearman|Ouchi Spearman{***}
qstr_Ouchi_Skirmisher|Ouchi Skirmisher{***}
qstr_Ouchi_Trained_Spearm|Ouchi Trained Spearman{***}
qstr_Ouchi_Trained_Skirmi|Ouchi Trained Skirmisher{***}
qstr_Ouchi_Veteran_Spearm|Ouchi Veteran Spearman{***}
qstr_Ouchi_Veteran_Skirmi|Ouchi Veteran Skirmisher{***}
qstr_Ouchi_Elite_Spearman|Ouchi Elite Spearman{***}
qstr_Ouchi_Retainer|Ouchi Retainer{***}
qstr_Ouchi_Marksman|Ouchi Marksman{***}
qstr_Ouchi_Veteran_Retain|Ouchi Veteran Retainer{***}
qstr_Ouchi_Mounted_Retain|Ouchi Mounted Retainer{***}
qstr_Ouchi_Samurai_Gunner|Ouchi Samurai Gunner{***}
qstr_Ouchi_Samurai_Archer|Ouchi Samurai Archer{***}
qstr_Ouchi_Officer|Ouchi Officer{***}
qstr_Ouchi_Mounted_Office|Ouchi Mounted Officer{***}
qstr_Ouchi_Master_Gunner|Ouchi Master Gunner{***}
qstr_Ouchi_Master_Archer|Ouchi Master Archer{***}
qstr_Ouchi_Hatamoto_Guard|Ouchi Hatamoto Guard{***}
qstr_Ouchi_Hatamoto_Caval|Ouchi Hatamoto Cavalry{***}
qstr_Ouchi_Messenger|Ouchi Messenger{***}
qstr_Ouchi_Deserter|Ouchi Deserter{***}
qstr_Ouchi_Prison_Guard|Ouchi Prison Guard{***}
qstr_Ouchi_Castle_Guard|Ouchi Castle Guard{***}
qstr_Ouchi_Spearmen|Ouchi Spearmen{***}
qstr_Ouchi_Skirmishers|Ouchi Skirmishers{***}
qstr_Ouchi_Trained_Spearme|Ouchi Trained Spearmen{***}
